     OBJECTID  TRACT        GEOID  Total Population  Total Pop of 1 Race  Pop of 1 race: White  Pop of 1 race: Black  Pop of 1 race: American Indian Alaskan  Pop of 1 race: Asian  Pop of 1 race: Native Hawaiian Pacific Islander  Pop of 1 race: Other Race  Pop 2 or more races: Black and  Pop 2 or more races: American Indian Alaskan and  Pop 2 or more races: Asian and  Pop 2 or more races: Native Hawaiian Pacific Islander and  Total Hispanic Population  Total Non-Minority Population (White Not Hispanic)  Not Hispanic Pop of 1 race: Black  Not Hispanic Pop of 1 race: American Indian Alaskan  Not Hispanic Pop of 1 race: Asian  Not Hispanic Pop of 1 race: Native Hawaiian Pacific Islander  Not Hispanic Pop of 1 race: Other Race  Not Hispanic Pop 2 or more races: Black and  Not Hispanic Pop 2 or more races: American Indian Alaskan and  Not Hispanic Pop 2 or more races: Asian and  Not Hispanic Pop 2 or more races: Native Hawaiian Pacific Islander and  Total Pop 18+  18+ Pop 1 race: White  18+ Pop 1 race: Black  18+ Pop 1 race: American Indian Alaskan  18+ Pop 1 race: Asian  18+ Pop 1 race: Native Hawaiian Pacific Islander  18+ Pop 1 race: Other race  18+ Pop 2 or more races: Black and  18+ Pop 2 or more races: American Indian Alaskan and  18+ Pop 2 or more races: Asian and  18+ Pop 2 or more races: Native Hawaiian Pacific Islander  Hispanic 18+ Pop  Non-Minority 18+ Pop (White Non-Hispanic)  Not Hispanic 18+ Pop 1 race: Black  Not Hispanic 18+ Pop 1 race: American Indian Alaskan  Not Hispanic 18+ Pop 1 race: Asian  Not Hispanic 18+ Pop 1 race: Native Hawaiian Pacific Islander  Not Hispanic 18+ Pop 1 race: Other race  Not Hispanic 18+ Pop 2 or more races: Black and  Not Hispanic 18+ Pop 2 or more races: American Indian Alaskan and  Not Hispanic 18+ Pop 2 or more races: Asian and  Not Hispanic 18+ Pop 2 or more races: Native Hawaiian Pacific Islander and  Total Housing Units  Occupied Housing Units  Vacant Housing Units        ACRES  SQ_MILES  Shape_Length    Shape_Area  FAGI_TOTAL_2010  FAGI_MEDIAN_2010  FAGI_TOTAL_2013  FAGI_MEDIAN_2013  FAGI_TOTAL_2011  FAGI_MEDIAN_2011  FAGI_TOTAL_2012  FAGI_MEDIAN_2012  FAGI_TOTAL_2014  FAGI_MEDIAN_2014  FAGI_TOTAL_2015  FAGI_MEDIAN_2015
43         44   9201  11001009201              1976                 1905                   737                  1019                                       4                    51                                                1                         93                              41                                                18                              21                                                  5                                185                                                666                                1006                                                  3                                   50                                                  1                                                 13                                           37                                                 14                                                       18                                                  5                                1758                    718                    862                                        3                     48                                                 1                          66                                  33                                                 14                                     19                                                  4                       151                                        658                                 849                                                  2                                     47                                                  1                                                    7                                               29                                                 10                                                               16                                                  4                                           619                     570                    49   158.337931  0.247403   3334.446804  6.407709e+05     2.805273e+07          37114.00     4.537583e+07           38115.0       31932270.0           36529.5     4.178239e+07           37939.0     5.648250e+07           45173.0     6.659404e+07           48118.0
44         45   9203  11001009203              2582                 2519                   280                  2117                                       7                    40                                                2                         73                              57                                                22                               5                                                  4                                167                                                247                                2079                                                  5                                   34                                                  2                                                  8                                           36                                                 20                                                        5                                                  4                                2109                    260                   1709                                        7                     33                                                 2                          48                                  44                                                 18                                      4                                                  4                       117                                        234                                1683                                                  5                                     30                                                  2                                                    4                                               30                                                 16                                                                4                                                  4                                          1259                    1065                   194   145.121157  0.226752   3471.344052  5.872845e+05     4.834383e+07          32780.00     6.240559e+07           35161.0       53291874.0           32934.0     5.785480e+07           33801.0     7.025121e+07           38854.0     7.843256e+07           41301.0
45         46   9204  11001009204              2557                 2503                   170                  2062                                      25                    14                                                0                        232                              36                                                30                               5                                                  1                                318                                                130                                2044                                                  8                                   14                                                  0                                                  4                                           32                                                 26                                                        5                                                  1                                2028                    159                   1638                                       24                     14                                                 0                         152                                  30                                                 23                                      5                                                  1                       216                                        126                                1628                                                  8                                     14                                                  0                                                    3                                               26                                                 22                                                                5                                                  1                                          1369                    1292                    77    74.884333  0.117007   2526.496186  3.030461e+05     2.855271e+07          26231.00     3.470664e+07           26124.0       29833027.0           25945.0     3.322222e+07           25277.0     3.416844e+07           26411.0     3.779114e+07           28475.0
46         47   7200  11001007200              2794                 2709                  1670                   862                                       4                   144                                                0                         29                              38                                                20                              30                                                  6                                155                                               1569                                 851                                                  3                                  143                                                  0                                                  3                                           34                                                 18                                                       30                                                  6                                2658                   1617                    793                                        4                    138                                                 0                          29                                  34                                                 18                                     27                                                  6                       151                                       1518                                 782                                                  3                                    137                                                  0                                                    3                                               31                                                 17                                                               27                                                  6                                          2370                    1830                   540   405.667503  0.633855   5365.257137  1.641678e+06     1.079096e+08          64030.00     1.862952e+08           70045.0      147535588.0           70485.5     1.834718e+08           74226.0     1.974882e+08           64040.0     2.479232e+08           69664.0
47         48   7301  11001007301              3012                 2818                  1791                   767                                      21                   110                                               13                        116                             106                                                26                              72                                                 31                                391                                               1605                                 717                                                 18                                  102                                                 13                                                 10                                           87                                                 21                                                       67                                                 29                                2064                   1293                    511                                       18                     81                                                11                          76                                  38                                                 17                                     25                                                 12                       236                                       1167                                 487                                                 15                                     78                                                 11                                                    5                                               33                                                 15                                                               23                                                 12                                           991                     812                   179  2439.892023  3.812331  17862.988472  9.873893e+06     1.673140e+06          34010.00     3.361568e+06           40680.0        3109017.0           38200.0     3.139475e+06           40044.5     2.419064e+06           33378.5     4.259994e+06           47582.0
48         49   7304  11001007304              3546                 3513                    41                  3443                                      10                     7                                                1                         11                              32                                                13                               8                                                  2                                 38                                                 40                                3420                                                  9                                    7                                                  1                                                  3                                           27                                                 13                                                        8                                                  2                                2429                     39                   2347                                        6                      7                                                 1                          10                                  18                                                  9                                      4                                                  2                        24                                         38                                2333                                                  5                                      7                                                  1                                                    3                                               17                                                  9                                                                4                                                  2                                          1376                    1198                   178   308.985690  0.482790   5527.038453  1.250421e+06     3.669822e+07          22766.00     3.999585e+07           20922.0       37593142.0           22045.0     3.895638e+07           21596.0     4.247676e+07           22262.0     4.657005e+07           23679.0
49         50   7401  11001007401              2414                 2393                    17                  2349                                      10                     5                                                0                         12                              21                                                10                               4                                                  1                                 31                                                 15                                2342                                                  8                                    5                                                  0                                                  0                                           13                                                  6                                                        4                                                  1                                1468                     14                   1425                                        7                      4                                                 0                           8                                  10                                                  4                                      1                                                  1                        20                                         12                                1422                                                  5                                      4                                                  0                                                    0                                                5                                                  3                                                                1                                                  1                                           935                     771                   164   357.737775  0.558965   6378.842229  1.447713e+06     1.627131e+07          18377.50     1.770631e+07           16504.5       16387522.0           17011.5     1.733440e+07           16731.0     1.401146e+07           17975.0     1.563722e+07           17739.0
50         51   7403  11001007403              2859                 2835                    12                  2811                                       4                     7                                                0                          1                              24                                                 7                               8                                                  0                                 24                                                 12                                2792                                                  2                                    6                                                  0                                                  0                                           23                                                  7                                                        8                                                  0                                1956                     11                   1918                                        3                      7                                                 0                           1                                  16                                                  4                                      6                                                  0                        12                                         11                                1910                                                  2                                      6                                                  0                                                    0                                               15                                                  4                                                                6                                                  0                                          1180                    1092                    88    80.582071  0.125909   3174.081577  3.261041e+05     2.653465e+07          24468.00     2.773951e+07           22754.0       26480238.0           23187.0     2.679668e+07           22942.0     2.747651e+07           23605.0     2.935468e+07           23579.0
51         52   7404  11001007404              3310                 3246                    41                  3165                                       4                     8                                                0                         28                              58                                                34                               9                                                  2                                 64                                                 31                                3147                                                  2                                    8                                                  0                                                  4                                           52                                                 31                                                        9                                                  2                                2100                     29                   2003                                        4                      7                                                 0                          17                                  37                                                 16                                      8                                                  2                        36                                         24                                1993                                                  2                                      7                                                  0                                                    2                                               35                                                 15                                                                8                                                  2                                          1308                    1106                   202   199.124055  0.311131   4988.203673  8.058265e+05     3.585286e+07          26372.00     4.189250e+07           24785.5       39142259.0           26176.0     3.974088e+07           25212.0     4.240792e+07           25068.0     4.538970e+07           25906.5
52         53   7406  11001007406              3063                 3028                    20                  2984                                       5                     2                                                0                         17                              35                                                13                               4                                                  3                                 71                                                 11                                2950                                                  5                                    2                                                  0                                                  4                                           20                                                 11                                                        2                                                  1                                1830                     14                   1779                                        3                      2                                                 0                          11                                  21                                                 10                                      3                                                  2                        35                                         10                                1764                                                  3                                      2                                                  0                                                    3                                               13                                                  9                                                                2                                                  1                                          1066                     985                    81    91.354313  0.142741   2600.357547  3.696978e+05     1.837904e+07          19594.50     2.222267e+07           18214.5       20073849.0           18103.0     2.156432e+07           18133.0     2.305932e+07           21164.0     2.513942e+07           20219.0
53         54   7407  11001007407              2587                 2551                    32                  2499                                       3                    11                                                0                          6                              35                                                14                               1                                                  1                                 36                                                 32                                2469                                                  3                                   11                                                  0                                                  3                                           33                                                 14                                                        1                                                  1                                1850                     30                   1778                                        3                      7                                                 0                           5                                  26                                                 11                                      1                                                  1                        22                                         30                                1762                                                  3                                      7                                                  0                                                    2                                               24                                                 11                                                                1                                                  1                                          1203                    1090                   113   150.888962  0.235764   4692.193111  6.106260e+05     3.903020e+07          30728.00     4.379144e+07           29333.5       39577235.0           30210.0     4.410853e+07           29089.0     5.095000e+07           30110.0     5.609274e+07           32550.0
54         55   7408  11001007408              3038                 3010                    32                  2964                                       7                     4                                                0                          3                              28                                                15                               0                                                  1                                 32                                                 26                                2939                                                  7                                    4                                                  0                                                  2                                           28                                                 15                                                        0                                                  1                                2027                     27                   1970                                        6                      3                                                 0                           3                                  18                                                 12                                      0                                                  1                        20                                         24                                1954                                                  6                                      3                                                  0                                                    2                                               18                                                 12                                                                0                                                  1                                          1239                    1053                   186    94.491008  0.147642   3911.211868  3.823915e+05     2.198499e+07          20813.00     2.277434e+07           18636.0       22572738.0           19635.0     2.255394e+07           19045.0     2.351885e+07           20030.0     2.461284e+07           19793.5
55         56   7409  11001007409              3499                 3455                    20                  3417                                       3                     6                                                0                          9                              44                                                26                               6                                                  0                                 34                                                 12                                3399                                                  3                                    6                                                  0                                                  4                                           41                                                 25                                                        6                                                  0                                2291                     16                   2229                                        2                      4                                                 0                           9                                  31                                                 21                                      5                                                  0                        23                                         10                                2219                                                  2                                      4                                                  0                                                    4                                               29                                                 20                                                                5                                                  0                                          1507                    1417                    90    98.284961  0.153570   3046.210809  3.977451e+05     3.919170e+07          24851.00     4.048234e+07           21349.5       41624746.0           23520.0     4.134231e+07           21925.5     4.164035e+07           21652.0     4.491259e+07           23194.0
56         57   7502  11001007502              4541                 4454                    43                  4380                                       4                     8                                                0                         19                              86                                                35                              22                                                  3                                 57                                                 34                                4357                                                  4                                    8                                                  0                                                 10                                           70                                                 30                                                       19                                                  1                                3251                     41                   3121                                        4                      8                                                 0                          16                                  60                                                 24                                     15                                                  1                        41                                         32                                3107                                                  4                                      8                                                  0                                                    8                                               50                                                 20                                                               12                                                  1                                          1898                    1677                   221   152.149812  0.237734   4792.907479  6.157284e+05     4.557741e+07          25027.00     5.002219e+07           24720.0       47562189.0           24670.5     4.673511e+07           24116.5     4.679996e+07           23785.0     4.921421e+07           23715.0
57         58   4600  11001004600              3028                 2929                   816                  1964                                       3                    97                                                0                         49                              60                                                20                              42                                                  7                                221                                                697                                1929                                                  3                                   96                                                  0                                                  7                                           45                                                 14                                                       36                                                  5                                2537                    757                   1560                                        3                     94                                                 0                          39                                  53                                                 16                                     35                                                  6                       167                                        668                                1533                                                  3                                     93                                                  0                                                    6                                               42                                                 11                                                               33                                                  5                                          1465                    1268                   197   107.964625  0.168695   2900.631832  4.369173e+05     6.031805e+07          36871.00     9.363443e+07           41045.0       76955521.0           38515.0     8.483712e+07           39885.0     9.531798e+07           42801.0     1.091323e+08           46092.5
58         59   4701  11001004701              3986                 3919                   595                  2754                                      19                   530                                                1                         20                              45                                                27                              23                                                  4                                108                                                549                                2725                                                 13                                  527                                                  1                                                  3                                           39                                                 24                                                       23                                                  4                                3066                    580                   1923                                       17                    469                                                 1                          20                                  36                                                 20                                     21                                                  4                        98                                        536                                1900                                                 12                                    466                                                  1                                                    3                                               31                                                 18                                                               21                                                  4                                          2138                    2002                   136    79.374746  0.124023   2917.412572  3.212182e+05     6.294585e+07          27406.00     1.049282e+08           36630.0       78637972.0           29027.0     9.642715e+07           32836.0     1.067121e+08           36532.5     1.459026e+08           45305.0
59         60   4702  11001004702              1802                 1742                   703                   853                                       0                   158                                                1                         27                              35                                                14                              21                                                  1                                 95                                                659                                 844                                                  0                                  158                                                  1                                                  5                                           24                                                  8                                                       16                                                  1                                1647                    693                    724                                        0                    157                                                 1                          21                                  31                                                 11                                     17                                                  1                        84                                        649                                 716                                                  0                                    157                                                  1                                                    4                                               22                                                  8                                                               14                                                  1                                           988                     922                    66    80.186298  0.125291   2950.758095  3.245024e+05     6.804864e+07          59074.00     1.061679e+08           69010.0       92778875.0           68605.0     1.083573e+08           67405.5     1.049193e+08           61331.0     1.386664e+08           69195.0
60         61   4801  11001004801              2143                 2045                   847                   961                                       9                   123                                                5                        100                              50                                                24                              50                                                  2                                191                                                776                                 952                                                  6                                  123                                                  0                                                 10                                           48                                                 19                                                       48                                                  2                                1934                    816                    829                                        9                    113                                                 3                          80                                  43                                                 22                                     41                                                  2                       166                                        752                                 820                                                  6                                    113                                                  0                                                    5                                               41                                                 17                                                               39                                                  2                                          1208                    1078                   130    78.446069  0.122572   2458.972701  3.174600e+05     6.380122e+07          47244.00     9.922748e+07           52484.0       76691024.0           48478.0     9.003590e+07           53570.0     1.095556e+08           60609.0     1.222879e+08           63711.0
61         62   4802  11001004802              2922                 2845                   866                  1464                                      16                   369                                                1                        129                              48                                                31                              20                                                  1                                223                                                793                                1457                                                  9                                  368                                                  0                                                  6                                           45                                                 30                                                       18                                                  1                                2492                    830                   1176                                       13                    303                                                 1                         106                                  36                                                 26                                     19                                                  0                       186                                        767                                1171                                                  9                                    302                                                  0                                                    4                                               33                                                 24                                                               17                                                  0                                          1561                    1382                   179    71.190592  0.111235   2192.317601  2.880981e+05     7.324134e+07          33975.50     1.159133e+08           41981.0       87920491.0           37146.5     1.085910e+08           40512.0     1.025775e+08           40676.0     1.195312e+08           45675.0
62         63   4901  11001004901              2087                 2036                   793                  1075                                      14                    94                                                1                         59                              30                                                13                              21                                                  0                                178                                                686                                1060                                                 12                                   94                                                  1                                                 16                                           24                                                 11                                                       21                                                  0                                1696                    730                    794                                       14                     80                                                 1                          38                                  23                                                 12                                     16                                                  0                       128                                        652                                 786                                                 12                                     80                                                  1                                                    5                                               19                                                 11                                                               16                                                  0                                          1094                     971                   123    67.177931  0.104966   2112.988510  2.718594e+05     5.257403e+07          35398.00     7.714723e+07           44409.0       57630673.0           39410.0     6.605609e+07           43123.0     1.071681e+08           52044.0     1.364422e+08           59090.0
63         64   4902  11001004902              2690                 2615                  1330                   812                                      11                   166                                                6                        290                              21                                                 9                              26                                                  6                                468                                               1193                                 805                                                  4                                  166                                                  1                                                 11                                           16                                                  8                                                       22                                                  6                                2354                   1281                    615                                        8                    162                                                 4                         220                                  18                                                  9                                     23                                                  5                       375                                       1162                                 610                                                  3                                    162                                                  1                                                    5                                               14                                                  8                                                               20                                                  5                                          1530                    1417                   113    65.200960  0.101876   2052.282436  2.638589e+05     9.840733e+07          44608.50     1.236801e+08           52213.5      116868349.0           50705.0     1.265534e+08           51963.0     1.238486e+08           53770.0     1.414517e+08           59191.5
